Student_ID,Name,Gender,Department,Year,Semester,Age,Attendance,Python,Statistics,Machine_Learning,Deep_Learning,Database,Data_Visualization,Assignment_Score,Internal_Marks,Project_Marks,Study_Hours,Placement_Status,Total_Marks,Percentage,Grade,GPA,Rank,Attendance_Status,At_Risk,Risk_Score,Risk_Category
DS0449,Student_0449,Male,Data Science,1,3,23,69.76,50.0,54,62,87,70,63,67,99,78,14.1,Internship,386.0,64.33333333333333,C,7.0,120,Warning,True,1,Low Risk
DS0450,Student_0450,Male,Information Technology,2,3,20,73.24,81.0,85,61,73,84,53,82,67,65,16.4,Not Placed,437.0,72.83333333333334,B,8.0,68,Warning,True,1,Low Risk
DS0451,Student_0451,Male,Data Science,2,4,22,78.53,53.0,76,87,69,67,76,73,83,99,22.8,Not Placed,428.0,71.33333333333334,B,8.0,77,Good,False,0,Safe
DS0452,Student_0452,Male,Artificial Intelligence,2,2,20,80.89,38.0,78,100,79,53,74,62,63,97,16.7,Internship,422.0,70.33333333333334,B,8.0,83,Good,True,1,Low Risk
DS0453,Student_0453,Other,Data Science,1,3,21,77.14,62.0,53,42,51,72,85,58,86,100,3.7,Internship,365.0,60.83333333333333,C,7.0,141,Good,True,2,Medium Risk
DS0454,Student_0454,Male,Computer Science,1,1,22,79.26,65.0,89,48,79,88,71,67,58,89,6.4,Not Placed,440.0,73.33333333333333,B,8.0,65,Good,True,2,Medium Risk
DS0455,Student_0455,Female,Artificial Intelligence,1,4,22,97.27,66.0,72,62,74,100,68,77,68,48,4.7,Placed,442.0,73.66666666666667,B,8.0,63,Excellent,True,1,Low Risk
DS0456,Student_0456,Male,Data Science,2,4,21,68.18,42.0,76,50,89,70,66,92,77,71,20.5,Placed,393.0,65.5,C,7.0,113,Warning,True,2,Medium Risk
DS0457,Student_0457,Female,Computer Science,1,4,21,93.76,70.0,76,58,100,61,93,62,88,100,14.2,Not Placed,458.0,76.33333333333333,B,8.0,47,Excellent,False,0,Safe
DS0458,Student_0458,Female,Computer Science,2,1,22,74.59,71.0,62,65,96,55,56,76,62,77,3.6,Placed,405.0,67.5,C,7.0,101,Warning,True,2,Medium Risk
DS0459,Student_0459,Male,Artificial Intelligence,2,2,21,97.83,80.0,75,69,64,57,81,52,63,81,15.5,Internship,426.0,71.0,B,8.0,79,Excellent,False,0,Safe
DS0460,Student_0460,Male,Data Science,2,4,22,93.0,49.0,76,70,99,66,88,60,72,54,14.7,Not Placed,448.0,74.66666666666667,B,8.0,57,Excellent,True,1,Low Risk
DS0461,Student_0461,Other,Information Technology,1,4,20,60.83,83.0,63,66,53,60,96,59,92,72,29.2,Internship,421.0,70.16666666666667,B,8.0,84,Critical,True,1,Low Risk
DS0462,Student_0462,Other,Artificial Intelligence,1,2,21,94.91,69.0,69,80,30,73,69,71,58,77,14.6,Internship,390.0,65.0,C,7.0,116,Excellent,True,1,Low Risk
DS0463,Student_0463,Male,Data Science,2,1,21,94.87,93.0,75,73,84,86,82,73,72,100,27.4,Placed,493.0,82.16666666666667,A,9.0,17,Excellent,False,0,Safe
DS0464,Student_0464,Female,Computer Science,1,1,20,81.55,70.0,63,92,82,75,65,78,66,88,25.0,Not Placed,447.0,74.5,B,8.0,58,Good,False,0,Safe
DS0465,Student_0465,Female,Computer Science,1,1,24,88.53,85.0,66,81,71,51,80,78,74,59,3.8,Internship,434.0,72.33333333333334,B,8.0,71,Excellent,True,1,Low Risk
DS0466,Student_0466,Male,Computer Science,2,3,22,87.95,57.0,69,38,62,66,67,66,70,74,10.6,Internship,359.0,59.833333333333336,D,6.0,145,Excellent,True,1,Low Risk
DS0467,Student_0467,Other,Information Technology,2,2,23,85.41,58.0,85,64,54,69,72,100,90,96,35.6,Internship,402.0,67.0,C,7.0,104,Excellent,False,0,Safe
DS0468,Student_0468,Other,Information Technology,2,1,20,84.96,81.0,72,85,62,72,60,72,43,53,8.0,Not Placed,432.0,72.0,B,8.0,73,Good,True,1,Low Risk
DS0469,Student_0469,Other,Data Science,1,4,24,91.03,57.0,76,73,86,81,86,80,91,39,14.0,Internship,459.0,76.5,B,8.0,46,Excellent,False,0,Safe
DS0470,Student_0470,Other,Computer Science,1,1,22,61.3,65.0,87,94,48,91,52,84,82,90,13.0,Not Placed,437.0,72.83333333333334,B,8.0,68,Critical,True,2,Medium Risk
DS0471,Student_0471,Female,Computer Science,2,2,20,72.11,69.0,70,95,27,56,70,75,81,71,12.8,Not Placed,387.0,64.5,C,7.0,119,Warning,True,2,Medium Risk
DS0472,Student_0472,Male,Information Technology,1,1,23,75.54,68.0,70,44,77,63,89,56,61,93,26.4,Internship,411.0,68.5,C,7.0,94,Good,True,1,Low Risk
DS0473,Student_0473,Male,Artificial Intelligence,2,2,20,81.95,53.0,63,69,79,44,46,81,69,69,21.9,Internship,354.0,59.0,D,6.0,150,Good,True,1,Low Risk
DS0474,Student_0474,Male,Artificial Intelligence,2,4,24,77.18,74.0,60,71,76,96,82,72,56,93,22.2,Internship,459.0,76.5,B,8.0,46,Good,False,0,Safe
DS0475,Student_0475,Female,Computer Science,2,2,20,50.0,65.0,80,73,81,50,68,58,71,75,27.8,Not Placed,417.0,69.5,C,7.0,88,Critical,True,1,Low Risk
DS0476,Student_0476,Male,Information Technology,1,2,23,84.71,79.0,71,70,87,61,68,64,70,82,14.2,Placed,436.0,72.66666666666667,B,8.0,69,Good,False,0,Safe
DS0477,Student_0477,Other,Computer Science,1,4,21,82.39,62.0,60,75,65,63,50,86,82,83,14.3,Internship,375.0,62.5,C,7.0,131,Good,False,0,Safe
DS0478,Student_0478,Female,Data Science,1,1,20,74.31,61.0,54,61,70,58,71,62,55,81,25.6,Internship,375.0,62.5,C,7.0,131,Warning,True,1,Low Risk
DS0479,Student_0479,Female,Artificial Intelligence,1,2,23,76.82,64.0,67,86,43,100,100,68,84,73,9.6,Internship,460.0,76.66666666666667,B,8.0,45,Good,True,2,Medium Risk
DS0480,Student_0480,Other,Data Science,2,1,20,86.58,67.0,78,52,45,100,60,100,80,52,6.3,Not Placed,402.0,67.0,C,7.0,104,Excellent,True,2,Medium Risk
DS0481,Student_0481,Male,Data Science,1,1,24,65.22,64.0,66,44,82,54,92,84,64,58,14.0,Internship,402.0,67.0,C,7.0,104,Warning,True,2,Medium Risk
DS0482,Student_0482,Male,Computer Science,1,1,22,74.12,63.0,65,84,58,96,50,69,84,97,24.3,Not Placed,416.0,69.33333333333334,C,7.0,89,Warning,True,1,Low Risk
DS0483,Student_0483,Other,Computer Science,2,3,22,98.19,64.0,73,58,55,53,63,91,63,54,19.2,Not Placed,366.0,61.0,C,7.0,140,Excellent,False,0,Safe
DS0484,Student_0484,Other,Artificial Intelligence,2,3,24,87.15,35.0,87,67,97,44,84,85,98,90,11.8,Placed,414.0,69.0,C,7.0,91,Excellent,True,1,Low Risk
DS0485,Student_0485,Male,Artificial Intelligence,1,2,23,79.81,55.0,49,92,58,92,78,69,82,72,10.4,Not Placed,424.0,70.66666666666667,B,8.0,81,Good,True,1,Low Risk
DS0486,Student_0486,Female,Artificial Intelligence,2,3,21,76.4,79.0,69,77,63,52,96,95,66,65,29.1,Internship,436.0,72.66666666666667,B,8.0,69,Good,False,0,Safe
DS0487,Student_0487,Other,Information Technology,2,3,24,70.76,69.0,97,49,78,100,70,73,53,98,24.1,Internship,463.0,77.16666666666666,B,8.0,42,Warning,True,2,Medium Risk
DS0488,Student_0488,Male,Information Technology,1,2,21,88.93,70.0,53,93,65,53,44,69,77,64,16.5,Placed,378.0,63.0,C,7.0,128,Excellent,True,1,Low Risk
DS0489,Student_0489,Male,Artificial Intelligence,2,1,23,88.05,99.0,65,76,47,93,63,68,88,63,21.4,Internship,443.0,73.83333333333333,B,8.0,62,Excellent,True,1,Low Risk
DS0490,Student_0490,Male,Data Science,2,1,24,81.61,64.0,75,63,71,54,74,65,70,59,32.4,Placed,401.0,66.83333333333333,C,7.0,105,Good,False,0,Safe
DS0491,Student_0491,Female,Artificial Intelligence,1,3,20,91.04,86.0,74,88,40,32,64,57,77,75,18.4,Internship,384.0,64.0,C,7.0,122,Excellent,True,1,Low Risk
DS0492,Student_0492,Female,Computer Science,2,1,22,76.41,62.0,91,68,97,58,81,35,26,94,24.6,Placed,457.0,76.16666666666667,B,8.0,48,Good,False,0,Safe
DS0493,Student_0493,Male,Data Science,1,1,22,79.87,98.0,70,51,64,70,55,55,95,76,14.0,Placed,408.0,68.0,C,7.0,97,Good,False,0,Safe
DS0494,Student_0494,Male,Computer Science,1,3,22,65.45,77.0,61,72,48,86,68,86,58,67,16.0,Placed,412.0,68.66666666666667,C,7.0,93,Warning,True,2,Medium Risk
DS0495,Student_0495,Other,Data Science,1,2,20,79.56,72.0,44,67,82,64,67,89,56,69,6.3,Placed,396.0,66.0,C,7.0,110,Good,True,2,Medium Risk
DS0496,Student_0496,Other,Data Science,1,4,21,71.2,84.0,69,57,71,52,54,81,59,86,8.8,Placed,387.0,64.5,C,7.0,119,Warning,True,2,Medium Risk
DS0497,Student_0497,Female,Computer Science,2,3,22,77.16,71.0,71,100,79,61,80,68,67,55,25.8,Internship,462.0,77.0,B,8.0,43,Good,False,0,Safe
DS0498,Student_0498,Other,Computer Science,1,1,24,63.18,49.0,67,86,70,55,50,87,73,77,26.1,Not Placed,377.0,62.83333333333333,C,7.0,129,Critical,True,2,Medium Risk
DS0499,Student_0499,Other,Data Science,1,3,23,81.64,63.0,59,62,67,69,58,92,100,86,25.7,Not Placed,378.0,63.0,C,7.0,128,Good,False,0,Safe
DS0500,Student_0500,Other,Data Science,2,2,20,71.36,82.0,96,98,84,81,67,72,36,100,14.5,Placed,508.0,84.66666666666667,A,9.0,8,Warning,True,1,Low Risk
DS0501,Student_0501,Male,Computer Science,1,4,21,65.98,77.0,92,75,92,51,100,70,93,46,19.9,Internship,487.0,81.16666666666667,A,9.0,20,Warning,True,1,Low Risk
DS0502,Student_0502,Other,Artificial Intelligence,1,2,20,66.65,78.0,100,46,94,62,63,86,62,56,12.3,Not Placed,443.0,73.83333333333333,B,8.0,62,Warning,True,2,Medium Risk
DS0503,Student_0503,Other,Computer Science,1,1,21,62.47,75.0,66,71,80,86,65,61,61,71,10.7,Placed,443.0,73.83333333333333,B,8.0,62,Critical,True,1,Low Risk
DS0504,Student_0504,Male,Data Science,2,3,21,81.82,81.0,46,46,65,67,48,65,94,82,10.4,Not Placed,353.0,58.833333333333336,D,6.0,151,Good,True,1,Low Risk
DS0505,Student_0505,Female,Information Technology,2,3,24,76.85,71.0,72,88,61,82,71,82,69,100,16.5,Not Placed,445.0,74.16666666666667,B,8.0,60,Good,False,0,Safe
DS0506,Student_0506,Other,Artificial Intelligence,2,2,20,54.17,64.0,63,52,78,58,86,100,65,77,20.0,Placed,401.0,66.83333333333333,C,7.0,105,Critical,True,1,Low Risk
DS0507,Student_0507,Male,Data Science,2,1,23,100.0,81.0,74,85,78,96,78,66,94,75,23.4,Not Placed,492.0,82.0,A,9.0,18,Excellent,False,0,Safe
DS0508,Student_0508,Other,Information Technology,1,4,20,82.68,60.0,79,66,94,77,84,89,66,75,24.3,Placed,460.0,76.66666666666667,B,8.0,45,Good,False,0,Safe
DS0509,Student_0509,Female,Data Science,2,4,22,90.42,36.0,79,65,56,75,88,73,61,65,21.9,Internship,399.0,66.5,C,7.0,107,Excellent,True,1,Low Risk
DS0510,Student_0510,Other,Data Science,2,3,21,77.95,69.0,54,45,82,62,75,80,90,55,20.0,Internship,387.0,64.5,C,7.0,119,Good,True,1,Low Risk
DS0511,Student_0511,Other,Data Science,1,3,24,94.0,85.0,67,68,76,75,79,77,49,73,17.4,Placed,450.0,75.0,B,8.0,55,Excellent,False,0,Safe
DS0512,Student_0512,Other,Artificial Intelligence,1,4,24,75.3,53.0,65,49,79,72,45,62,60,66,16.1,Not Placed,363.0,60.5,C,7.0,143,Good,True,1,Low Risk
DS0513,Student_0513,Female,Data Science,2,4,20,63.44,72.0,67,64,65,100,58,87,58,88,14.5,Internship,426.0,71.0,B,8.0,79,Critical,True,1,Low Risk
DS0514,Student_0514,Female,Computer Science,2,1,20,100.0,63.0,94,78,85,77,63,87,75,78,17.0,Internship,460.0,76.66666666666667,B,8.0,45,Excellent,False,0,Safe
DS0515,Student_0515,Male,Data Science,1,2,23,63.59,51.0,69,73,64,75,70,100,69,73,13.6,Not Placed,402.0,67.0,C,7.0,104,Critical,True,1,Low Risk
DS0516,Student_0516,Male,Data Science,1,2,21,74.71,63.0,93,91,77,68,79,78,75,84,11.7,Not Placed,471.0,78.5,B,8.0,34,Warning,True,1,Low Risk
DS0517,Student_0517,Male,Information Technology,2,3,20,73.15,81.0,56,61,62,54,85,72,56,87,21.9,Internship,399.0,66.5,C,7.0,107,Warning,True,1,Low Risk
DS0518,Student_0518,Male,Information Technology,1,3,23,76.4,81.0,78,71,62,58,89,58,74,68,9.3,Placed,439.0,73.16666666666667,B,8.0,66,Good,True,1,Low Risk
DS0519,Student_0519,Female,Computer Science,1,2,23,70.55,48.0,47,64,69,57,80,76,53,83,9.4,Not Placed,365.0,60.83333333333333,C,7.0,141,Warning,True,3,High Risk
DS0520,Student_0520,Female,Information Technology,1,1,20,100.0,84.0,65,86,53,60,76,70,88,60,18.9,Internship,424.0,70.66666666666667,B,8.0,81,Excellent,False,0,Safe
DS0521,Student_0521,Other,Information Technology,2,4,22,68.41,35.0,53,77,50,76,84,73,73,70,27.7,Not Placed,375.0,62.5,C,7.0,131,Warning,True,2,Medium Risk
DS0522,Student_0522,Other,Data Science,2,1,23,73.52,59.0,91,54,71,88,87,84,99,82,20.0,Not Placed,450.0,75.0,B,8.0,55,Warning,True,1,Low Risk
DS0523,Student_0523,Female,Artificial Intelligence,2,2,20,68.63,80.0,48,77,55,61,100,68,90,75,5.1,Not Placed,421.0,70.16666666666667,B,8.0,84,Warning,True,3,High Risk
DS0524,Student_0524,Other,Computer Science,1,2,22,69.71,78.0,64,93,61,86,97,79,68,71,16.3,Not Placed,479.0,79.83333333333333,B,8.0,26,Warning,True,1,Low Risk
DS0525,Student_0525,Female,Data Science,1,1,20,71.23,71.0,72,61,62,68,69,70,59,99,16.1,Internship,403.0,67.16666666666666,C,7.0,103,Warning,True,1,Low Risk
DS0526,Student_0526,Other,Artificial Intelligence,2,3,21,97.57,73.0,63,70,52,67,56,87,91,95,20.7,Internship,381.0,63.5,C,7.0,125,Excellent,False,0,Safe
DS0527,Student_0527,Other,Computer Science,2,1,24,100.0,63.0,54,87,71,100,65,59,64,59,7.4,Placed,440.0,73.33333333333333,B,8.0,65,Excellent,True,1,Low Risk
DS0528,Student_0528,Male,Computer Science,2,1,21,96.45,80.0,67,71,78,42,89,73,40,75,17.4,Not Placed,427.0,71.16666666666667,B,8.0,78,Excellent,True,1,Low Risk
DS0529,Student_0529,Female,Artificial Intelligence,1,1,21,79.51,54.0,72,65,50,80,62,76,65,81,25.4,Placed,383.0,63.83333333333333,C,7.0,123,Good,False,0,Safe
DS0530,Student_0530,Other,Information Technology,1,2,20,63.84,80.0,80,79,49,57,67,71,70,63,16.6,Placed,412.0,68.66666666666667,C,7.0,93,Critical,True,2,Medium Risk
DS0531,Student_0531,Male,Data Science,2,4,22,71.06,63.0,86,68,80,73,49,80,51,75,20.0,Internship,419.0,69.83333333333334,C,7.0,86,Warning,True,2,Medium Risk
DS0532,Student_0532,Male,Computer Science,1,2,23,57.31,84.0,59,70,73,93,48,66,30,78,21.7,Internship,427.0,71.16666666666667,B,8.0,78,Critical,True,2,Medium Risk
DS0533,Student_0533,Female,Artificial Intelligence,1,4,20,82.57,56.0,63,84,44,50,67,72,80,78,17.4,Internship,364.0,60.66666666666667,C,7.0,142,Good,True,1,Low Risk
DS0534,Student_0534,Female,Artificial Intelligence,1,3,24,68.23,48.0,77,65,68,86,59,42,88,76,10.8,Internship,403.0,67.16666666666666,C,7.0,103,Warning,True,2,Medium Risk
DS0535,Student_0535,Female,Artificial Intelligence,2,4,23,93.6,88.0,57,64,78,53,68,75,36,58,21.3,Not Placed,408.0,68.0,C,7.0,97,Excellent,False,0,Safe
DS0536,Student_0536,Male,Computer Science,1,1,21,92.59,47.0,65,75,92,61,60,63,73,81,13.2,Not Placed,400.0,66.66666666666666,C,7.0,106,Excellent,True,1,Low Risk
DS0537,Student_0537,Other,Computer Science,1,4,24,67.72,83.0,72,82,73,76,61,77,36,66,22.7,Not Placed,447.0,74.5,B,8.0,58,Warning,True,1,Low Risk
DS0538,Student_0538,Female,Computer Science,1,3,21,64.01,68.0,72,25,64,75,77,71,53,47,8.4,Placed,381.0,63.5,C,7.0,125,Critical,True,3,High Risk
DS0539,Student_0539,Female,Computer Science,1,2,20,72.68,93.0,66,73,62,43,84,78,61,47,10.4,Placed,421.0,70.16666666666667,B,8.0,84,Warning,True,2,Medium Risk
DS0540,Student_0540,Other,Artificial Intelligence,2,3,20,77.93,59.0,58,85,52,75,72,81,49,35,18.6,Not Placed,401.0,66.83333333333333,C,7.0,105,Good,False,0,Safe
DS0541,Student_0541,Male,Artificial Intelligence,1,4,23,72.16,76.0,77,62,92,63,76,52,95,81,19.2,Internship,446.0,74.33333333333333,B,8.0,59,Warning,True,1,Low Risk
DS0542,Student_0542,Other,Artificial Intelligence,2,2,20,99.11,100.0,75,50,67,55,64,79,68,86,19.3,Not Placed,411.0,68.5,C,7.0,94,Excellent,False,0,Safe
DS0543,Student_0543,Male,Information Technology,2,3,20,84.7,74.0,80,72,80,81,72,81,62,62,13.5,Not Placed,459.0,76.5,B,8.0,46,Good,False,0,Safe
DS0544,Student_0544,Male,Computer Science,1,3,24,85.44,63.0,48,60,74,89,78,74,69,73,15.8,Not Placed,412.0,68.66666666666667,C,7.0,93,Excellent,True,1,Low Risk
DS0545,Student_0545,Other,Data Science,2,4,21,68.33,90.0,70,86,84,80,43,57,100,60,24.0,Internship,453.0,75.5,B,8.0,52,Warning,True,2,Medium Risk
DS0546,Student_0546,Female,Artificial Intelligence,2,4,23,62.21,72.0,64,69,50,70,54,87,71,66,21.2,Not Placed,379.0,63.16666666666667,C,7.0,127,Critical,True,1,Low Risk
DS0547,Student_0547,Other,Data Science,2,4,24,71.86,67.0,53,98,70,69,64,94,84,71,25.6,Not Placed,421.0,70.16666666666667,B,8.0,84,Warning,True,1,Low Risk
DS0548,Student_0548,Other,Artificial Intelligence,2,2,20,76.36,81.0,66,68,75,58,70,90,44,69,12.6,Not Placed,418.0,69.66666666666667,C,7.0,87,Good,False,0,Safe
DS0549,Student_0549,Female,Information Technology,2,1,20,70.12,84.0,69,97,80,64,74,81,90,41,25.6,Internship,468.0,78.0,B,8.0,37,Warning,True,1,Low Risk
DS0550,Student_0550,Other,Data Science,1,3,23,75.04,68.0,42,25,47,70,69,75,75,63,22.3,Placed,321.0,53.5,D,6.0,170,Good,True,1,Low Risk
DS0551,Student_0551,Male,Data Science,1,1,23,94.81,61.0,57,62,86,68,60,90,62,75,7.0,Internship,394.0,65.66666666666666,C,7.0,112,Excellent,True,1,Low Risk
DS0552,Student_0552,Other,Computer Science,2,1,22,61.77,67.0,61,64,59,66,78,78,79,78,10.5,Not Placed,395.0,65.83333333333333,C,7.0,111,Critical,True,1,Low Risk
DS0553,Student_0553,Other,Computer Science,1,1,21,87.84,74.0,63,53,81,82,84,67,68,38,13.9,Internship,437.0,72.83333333333334,B,8.0,68,Excellent,False,0,Safe
DS0554,Student_0554,Female,Computer Science,2,3,23,71.59,71.0,64,96,53,62,56,64,54,94,23.8,Internship,402.0,67.0,C,7.0,104,Warning,True,1,Low Risk
DS0555,Student_0555,Other,Information Technology,2,4,23,97.88,68.0,49,50,73,78,39,84,55,70,15.1,Internship,357.0,59.5,D,6.0,147,Excellent,True,1,Low Risk
DS0556,Student_0556,Male,Data Science,1,3,23,86.81,56.0,55,93,55,86,63,44,78,37,14.4,Placed,408.0,68.0,C,7.0,97,Excellent,False,0,Safe
DS0557,Student_0557,Female,Artificial Intelligence,1,2,23,76.6,83.0,79,51,52,60,73,82,75,66,2.4,Internship,398.0,66.33333333333333,C,7.0,108,Good,True,1,Low Risk
DS0558,Student_0558,Female,Data Science,1,4,23,79.28,72.0,56,61,77,91,69,93,63,71,23.4,Placed,426.0,71.0,B,8.0,79,Good,False,0,Safe
DS0559,Student_0559,Female,Artificial Intelligence,2,1,21,77.18,69.0,53,100,54,69,75,58,100,71,20.2,Internship,420.0,70.0,B,8.0,85,Good,False,0,Safe
DS0560,Student_0560,Other,Information Technology,2,4,24,69.22,65.0,65,63,47,68,64,96,58,83,22.8,Not Placed,372.0,62.0,C,7.0,134,Warning,True,2,Medium Risk
DS0561,Student_0561,Other,Computer Science,1,1,24,68.8,68.0,49,50,83,51,76,60,82,65,2.0,Internship,377.0,62.83333333333333,C,7.0,129,Warning,True,3,High Risk
DS0562,Student_0562,Female,Information Technology,1,3,21,79.9,80.0,54,77,91,70,85,85,69,92,13.0,Placed,457.0,76.16666666666667,B,8.0,48,Good,False,0,Safe
DS0563,Student_0563,Male,Artificial Intelligence,2,2,20,77.28,100.0,100,74,78,88,52,75,36,72,10.7,Not Placed,492.0,82.0,A,9.0,18,Good,False,0,Safe
DS0564,Student_0564,Female,Information Technology,2,1,23,59.69,84.0,85,79,76,48,79,69,60,77,16.1,Internship,451.0,75.16666666666667,B,8.0,54,Critical,True,2,Medium Risk
DS0565,Student_0565,Other,Artificial Intelligence,2,4,20,70.56,66.0,85,53,54,55,65,88,71,90,14.6,Not Placed,378.0,63.0,C,7.0,128,Warning,True,1,Low Risk
DS0566,Student_0566,Other,Data Science,1,2,23,90.22,70.0,62,70,81,64,78,75,94,57,5.7,Internship,425.0,70.83333333333334,B,8.0,80,Excellent,True,1,Low Risk
DS0567,Student_0567,Other,Information Technology,1,1,22,71.17,61.0,49,49,79,70,63,55,83,71,30.3,Not Placed,371.0,61.83333333333333,C,7.0,135,Warning,True,2,Medium Risk
DS0568,Student_0568,Other,Data Science,2,1,22,49.56,62.0,83,86,62,59,81,83,68,72,4.2,Internship,433.0,72.16666666666667,B,8.0,72,Critical,True,2,Medium Risk
DS0569,Student_0569,Other,Data Science,2,4,21,59.9,54.0,63,60,72,79,100,69,48,75,10.5,Not Placed,428.0,71.33333333333334,B,8.0,77,Critical,True,1,Low Risk
DS0570,Student_0570,Male,Artificial Intelligence,2,2,24,84.14,41.0,96,62,45,83,59,83,83,73,19.7,Not Placed,386.0,64.33333333333333,C,7.0,120,Good,True,1,Low Risk
DS0571,Student_0571,Female,Computer Science,2,2,23,99.73,81.0,73,68,48,79,71,74,76,69,4.3,Not Placed,420.0,70.0,B,8.0,85,Excellent,True,2,Medium Risk
DS0572,Student_0572,Male,Information Technology,2,1,23,68.79,68.0,75,80,67,37,47,72,81,62,27.1,Placed,374.0,62.33333333333333,C,7.0,132,Warning,True,2,Medium Risk
DS0573,Student_0573,Other,Information Technology,2,3,21,85.87,71.0,77,66,80,94,68,58,75,75,10.0,Not Placed,456.0,76.0,B,8.0,49,Excellent,False,0,Safe
DS0574,Student_0574,Female,Computer Science,1,4,24,83.8,75.0,72,69,69,69,64,53,63,67,30.3,Not Placed,418.0,69.66666666666667,C,7.0,87,Good,False,0,Safe
DS0575,Student_0575,Other,Data Science,1,1,20,81.19,50.0,76,74,75,89,88,63,69,49,18.8,Internship,452.0,75.33333333333333,B,8.0,53,Good,False,0,Safe
DS0576,Student_0576,Other,Artificial Intelligence,1,1,20,97.99,45.0,72,52,57,87,79,53,83,67,9.5,Placed,392.0,65.33333333333333,C,7.0,114,Excellent,True,2,Medium Risk
DS0577,Student_0577,Male,Data Science,1,4,22,90.11,79.0,84,84,73,72,78,50,70,54,17.9,Not Placed,470.0,78.33333333333333,B,8.0,35,Excellent,False,0,Safe
DS0578,Student_0578,Male,Information Technology,1,4,21,93.21,95.0,63,72,81,39,62,90,77,88,17.5,Not Placed,412.0,68.66666666666667,C,7.0,93,Excellent,True,1,Low Risk
DS0579,Student_0579,Other,Data Science,2,4,23,82.32,78.0,65,72,61,89,93,60,91,83,18.3,Placed,458.0,76.33333333333333,B,8.0,47,Good,False,0,Safe
DS0580,Student_0580,Other,Computer Science,2,2,21,100.0,60.0,76,54,80,91,94,61,71,96,20.3,Placed,455.0,75.83333333333333,B,8.0,50,Excellent,False,0,Safe
DS0581,Student_0581,Male,Artificial Intelligence,2,1,23,85.48,100.0,59,55,88,52,67,68,90,100,20.8,Placed,421.0,70.16666666666667,B,8.0,84,Excellent,False,0,Safe
DS0582,Student_0582,Male,Computer Science,2,3,20,65.5,71.0,51,60,67,62,70,95,71,49,21.0,Not Placed,381.0,63.5,C,7.0,125,Warning,True,1,Low Risk
DS0583,Student_0583,Male,Computer Science,2,1,22,86.5,85.0,34,58,68,81,62,58,51,86,17.8,Not Placed,388.0,64.66666666666666,C,7.0,118,Excellent,True,1,Low Risk
DS0584,Student_0584,Male,Artificial Intelligence,2,4,23,70.2,84.0,62,58,90,47,89,71,52,60,20.5,Not Placed,430.0,71.66666666666667,B,8.0,75,Warning,True,2,Medium Risk
DS0585,Student_0585,Male,Artificial Intelligence,1,3,24,64.55,80.0,54,80,77,93,79,73,71,71,19.1,Not Placed,463.0,77.16666666666666,B,8.0,42,Critical,True,1,Low Risk
DS0586,Student_0586,Female,Information Technology,1,3,24,80.42,80.0,76,67,59,86,75,72,63,98,7.9,Placed,443.0,73.83333333333333,B,8.0,62,Good,True,1,Low Risk
DS0587,Student_0587,Male,Computer Science,1,3,21,76.08,81.0,100,86,70,53,50,73,79,56,11.2,Placed,440.0,73.33333333333333,B,8.0,65,Good,False,0,Safe
DS0588,Student_0588,Female,Data Science,1,2,20,100.0,68.0,67,98,73,46,76,58,81,78,20.2,Internship,428.0,71.33333333333334,B,8.0,77,Excellent,True,1,Low Risk
DS0589,Student_0589,Other,Information Technology,2,4,22,84.42,96.0,78,62,87,61,72,49,79,62,25.0,Not Placed,456.0,76.0,B,8.0,49,Good,False,0,Safe
DS0590,Student_0590,Female,Artificial Intelligence,2,2,21,64.53,65.0,53,71,56,89,70,81,55,58,21.9,Placed,404.0,67.33333333333333,C,7.0,102,Critical,True,1,Low Risk
DS0591,Student_0591,Female,Information Technology,2,1,22,71.93,78.0,51,61,56,97,84,76,78,73,17.7,Internship,427.0,71.16666666666667,B,8.0,78,Warning,True,1,Low Risk
DS0592,Student_0592,Other,Information Technology,2,2,20,84.79,71.0,68,66,64,73,76,97,74,68,17.6,Placed,418.0,69.66666666666667,C,7.0,87,Good,False,0,Safe
DS0593,Student_0593,Male,Information Technology,1,4,22,86.88,53.0,90,73,60,67,62,63,74,79,5.1,Not Placed,405.0,67.5,C,7.0,101,Excellent,True,1,Low Risk
DS0594,Student_0594,Male,Computer Science,1,4,24,85.77,74.0,69,72,71,74,90,81,100,84,23.9,Not Placed,450.0,75.0,B,8.0,55,Excellent,False,0,Safe
DS0595,Student_0595,Female,Information Technology,2,4,22,88.69,65.0,55,65,81,76,76,87,56,86,11.4,Internship,418.0,69.66666666666667,C,7.0,87,Excellent,False,0,Safe
DS0596,Student_0596,Male,Artificial Intelligence,1,1,24,73.83,77.0,67,93,64,73,79,68,88,66,20.0,Placed,453.0,75.5,B,8.0,52,Warning,True,1,Low Risk
DS0597,Student_0597,Other,Artificial Intelligence,1,4,22,91.12,75.0,49,78,49,79,62,62,62,81,19.4,Not Placed,392.0,65.33333333333333,C,7.0,114,Excellent,True,1,Low Risk
DS0598,Student_0598,Male,Information Technology,1,3,24,77.16,33.0,100,78,80,68,42,71,75,63,22.1,Internship,401.0,66.83333333333333,C,7.0,105,Good,True,1,Low Risk
DS0599,Student_0599,Male,Data Science,2,1,21,98.04,52.0,100,100,94,89,69,91,71,56,11.9,Placed,504.0,84.0,A,9.0,9,Excellent,False,0,Safe
